index,lambda,eta,r,RMSE
1627,0.045000000000000005,0.01,9.0,0.9746164946775882
1628,0.045000000000000005,0.011,9.0,1.0151199386014023
1629,0.045000000000000005,0.012,9.0,0.9734293865372852
1630,0.045000000000000005,0.02,9.0,0.9536081551321745
1631,0.05,0.008,9.0,1.0075823071143581
1632,0.05,0.009,9.0,1.0075513864972403
1633,0.05,0.0099,9.0,0.9572412324671389
1634,0.05,0.01,9.0,0.9517010922391859
1635,0.05,0.011,9.0,0.9420417616610662
1636,0.05,0.012,9.0,0.9471996145552168
1637,0.05,0.02,9.0,0.947111721354443
1638,0.001,0.008,10.0,1.0301673703594039
1639,0.001,0.009,10.0,0.9956790668035521
1640,0.001,0.0099,10.0,0.9670048843968344
1641,0.001,0.01,10.0,1.0000845835544048
1642,0.001,0.011,10.0,1.0413553435982634
1643,0.001,0.012,10.0,1.0484753592305744
1644,0.001,0.02,10.0,0.9602924384094021
1645,0.002,0.008,10.0,1.0043171131435793
1646,0.002,0.009,10.0,0.9599630364231421
1647,0.002,0.0099,10.0,0.9395935349605167
1648,0.002,0.01,10.0,1.0268606764727881
1649,0.002,0.011,10.0,1.0076653744730115
1650,0.002,0.012,10.0,0.9609071330145
1651,0.002,0.02,10.0,1.0131932568758186
1652,0.003,0.008,10.0,0.9780781276907757
1653,0.003,0.009,10.0,0.9404742841185461
1654,0.003,0.0099,10.0,0.9832591848762443
1655,0.003,0.01,10.0,0.9357264431176741
1656,0.003,0.011,10.0,0.9750876641450554
1657,0.003,0.012,10.0,0.990279675670929
1658,0.003,0.02,10.0,1.044635441736082
1659,0.004,0.008,10.0,0.9986710808793307
1660,0.004,0.009,10.0,1.034444607193118
1661,0.004,0.0099,10.0,0.9856006701765668
1662,0.004,0.01,10.0,0.9946626152381021
1663,0.004,0.011,10.0,0.9359626316525559
1664,0.004,0.012,10.0,1.000529421315938
1665,0.004,0.02,10.0,1.0179776005494916
1666,0.005,0.008,10.0,0.9963370301367805
1667,0.005,0.009,10.0,1.0288192163183059
1668,0.005,0.0099,10.0,0.9705941082256421
1669,0.005,0.01,10.0,1.0089291370309355
1670,0.005,0.011,10.0,0.96924003534738
1671,0.005,0.012,10.0,0.9778350357819566
1672,0.005,0.02,10.0,0.9871761999949882
1673,0.006,0.008,10.0,0.9919620010057866
1674,0.006,0.009,10.0,0.9788710174468814
1675,0.006,0.0099,10.0,1.0156042082187893
1676,0.006,0.01,10.0,0.9737056331181665
1677,0.006,0.011,10.0,0.9461716898849697
1678,0.006,0.012,10.0,0.955162835894192
1679,0.006,0.02,10.0,1.0301229543737267
1680,0.007,0.008,10.0,0.973525468165385
1681,0.007,0.009,10.0,1.0406103285532262
1682,0.007,0.0099,10.0,0.9904144584277104
1683,0.007,0.01,10.0,0.9984987465995866
1684,0.007,0.011,10.0,0.9530345863950503
1685,0.007,0.012,10.0,0.9785154052885963
1686,0.007,0.02,10.0,1.0016510793172122
1687,0.008,0.008,10.0,1.0241253518519595
1688,0.008,0.009,10.0,0.9546593277640013
1689,0.008,0.0099,10.0,0.9338441791676991
1690,0.008,0.01,10.0,1.0040624955279576
1691,0.008,0.011,10.0,1.021002856682477
1692,0.008,0.012,10.0,0.9521154951769275
1693,0.008,0.02,10.0,0.9794951870809948
1694,0.009000000000000001,0.008,10.0,0.9952819219252449
1695,0.009000000000000001,0.009,10.0,0.9686551989405949
1696,0.009000000000000001,0.0099,10.0,0.9791016701424591
1697,0.009000000000000001,0.01,10.0,0.9397663661706991
1698,0.009000000000000001,0.011,10.0,0.936234640927711
1699,0.009000000000000001,0.012,10.0,0.9624018536880514
1700,0.009000000000000001,0.02,10.0,0.9676562396939834
1701,0.010000000000000002,0.008,10.0,0.9994216122797535
1702,0.010000000000000002,0.009,10.0,0.9560701503697194
1703,0.010000000000000002,0.0099,10.0,0.9689530107988796
1704,0.010000000000000002,0.01,10.0,0.9747941651724358
1705,0.010000000000000002,0.011,10.0,0.980767523709196
1706,0.010000000000000002,0.012,10.0,0.9752374397855783
1707,0.010000000000000002,0.02,10.0,0.9758357298230177
1708,0.011,0.008,10.0,1.0308930964754013
1709,0.011,0.009,10.0,1.0571176742722916
1710,0.011,0.0099,10.0,0.9648033982777081
1711,0.011,0.01,10.0,0.9532612339188423
1712,0.011,0.011,10.0,0.9997465951502322
1713,0.011,0.012,10.0,0.9703286527182321
1714,0.011,0.02,10.0,0.9894706910027321
1715,0.012,0.008,10.0,0.9628623128144999
1716,0.012,0.009,10.0,0.9717804938841703
1717,0.012,0.0099,10.0,0.9367594724388625
1718,0.012,0.01,10.0,1.019788560573296
1719,0.012,0.011,10.0,0.9609170789981429
1720,0.012,0.012,10.0,0.9714192389334448
1721,0.012,0.02,10.0,0.9602498010949009
1722,0.013000000000000001,0.008,10.0,0.9463790607525036
1723,0.013000000000000001,0.009,10.0,0.9963287388397758
1724,0.013000000000000001,0.0099,10.0,1.0127198735346252
1725,0.013000000000000001,0.01,10.0,0.9623481491500203
1726,0.013000000000000001,0.011,10.0,0.9494852032513569
1727,0.013000000000000001,0.012,10.0,0.9474716430350851
1728,0.013000000000000001,0.02,10.0,1.029674644787767
1729,0.014000000000000002,0.008,10.0,0.9885205997559634
1730,0.014000000000000002,0.009,10.0,1.01737007966463
1731,0.014000000000000002,0.0099,10.0,0.9877060945632608
1732,0.014000000000000002,0.01,10.0,1.0067963232894868
1733,0.014000000000000002,0.011,10.0,0.9983281891747157
1734,0.014000000000000002,0.012,10.0,0.9742010131804254
1735,0.014000000000000002,0.02,10.0,0.9453619380585497
1736,0.015,0.008,10.0,0.9955857226906527
1737,0.015,0.009,10.0,0.9798650748340089
1738,0.015,0.0099,10.0,0.9703302990646091
1739,0.015,0.01,10.0,0.962098569191887
1740,0.015,0.011,10.0,0.9589194439831409
1741,0.015,0.012,10.0,0.9322998332652073
1742,0.015,0.02,10.0,1.0179058147081772
1743,0.016,0.008,10.0,0.9380543633423781
1744,0.016,0.009,10.0,0.9821995291328821
1745,0.016,0.0099,10.0,1.000758527624874
1746,0.016,0.01,10.0,1.0452022108701509
1747,0.016,0.011,10.0,0.953929184940084
1748,0.016,0.012,10.0,0.9833075798267598
1749,0.016,0.02,10.0,1.0277122155588574
1750,0.017,0.008,10.0,0.9877857549744824
1751,0.017,0.009,10.0,0.97355270299837
1752,0.017,0.0099,10.0,1.0019448293744888
1753,0.017,0.01,10.0,1.0218792224310043
1754,0.017,0.011,10.0,0.9806689202616686
1755,0.017,0.012,10.0,0.993535877114656
1756,0.017,0.02,10.0,0.9741682462765364
1757,0.018000000000000002,0.008,10.0,1.017680975805675
1758,0.018000000000000002,0.009,10.0,0.9686420523329482
1759,0.018000000000000002,0.0099,10.0,1.0314881860195215
1760,0.018000000000000002,0.01,10.0,1.050601773201601
1761,0.018000000000000002,0.011,10.0,0.9902337131465772
1762,0.018000000000000002,0.012,10.0,0.9879567552332618
1763,0.018000000000000002,0.02,10.0,0.9612820295663498
1764,0.019000000000000003,0.008,10.0,1.0059482570791014
1765,0.019000000000000003,0.009,10.0,1.0004331953401562
1766,0.019000000000000003,0.0099,10.0,1.0011647250340308
1767,0.019000000000000003,0.01,10.0,1.0130511657706176
1768,0.019000000000000003,0.011,10.0,1.0525889095584138
1769,0.019000000000000003,0.012,10.0,1.0267318442743643
1770,0.019000000000000003,0.02,10.0,1.0545613721100215
1771,0.02,0.008,10.0,0.969000165442251
1772,0.02,0.009,10.0,1.0154898848178404
1773,0.02,0.0099,10.0,0.945172143850682
1774,0.02,0.01,10.0,0.9686537889546145
1775,0.02,0.011,10.0,1.0132336524542738
1776,0.02,0.012,10.0,0.982699708776762
1777,0.02,0.02,10.0,1.0371148466819349
1778,0.025,0.008,10.0,1.043079796490261
1779,0.025,0.009,10.0,1.0309928928702354
1780,0.025,0.0099,10.0,0.9734022713712848
1781,0.025,0.01,10.0,0.9731298448585062
1782,0.025,0.011,10.0,0.9819713638701084
1783,0.025,0.012,10.0,1.01386557527829
1784,0.025,0.02,10.0,1.0146430355045186
1785,0.030000000000000002,0.008,10.0,1.0042528434664344
1786,0.030000000000000002,0.009,10.0,0.9987951234597289
1787,0.030000000000000002,0.0099,10.0,0.9946542369055901
1788,0.030000000000000002,0.01,10.0,1.0028504298881586
1789,0.030000000000000002,0.011,10.0,0.9404404532309489
1790,0.030000000000000002,0.012,10.0,1.0517501830921343
1791,0.030000000000000002,0.02,10.0,0.9651103121577935
1792,0.035,0.008,10.0,0.9448386716053844
1793,0.035,0.009,10.0,1.0239485635651755
1794,0.035,0.0099,10.0,1.0233354887656283
1795,0.035,0.01,10.0,0.9708729575778235
1796,0.035,0.011,10.0,1.0126977001147501
1797,0.035,0.012,10.0,0.986823823027615
1798,0.035,0.02,10.0,1.0129833466424134
1799,0.04000000000000001,0.008,10.0,0.9886756928808695
1800,0.04000000000000001,0.009,10.0,0.9645872850572946
1801,0.04000000000000001,0.0099,10.0,0.9688012561472941
1802,0.04000000000000001,0.01,10.0,0.9897788369865931
1803,0.04000000000000001,0.011,10.0,1.021830347688074
1804,0.04000000000000001,0.012,10.0,0.9589462487966167
1805,0.04000000000000001,0.02,10.0,1.042269615467182
1806,0.045000000000000005,0.008,10.0,0.9950801597953559
1807,0.045000000000000005,0.009,10.0,1.008723005247679
1808,0.045000000000000005,0.0099,10.0,0.9611388439986898
1809,0.045000000000000005,0.01,10.0,0.9456282290869281
1810,0.045000000000000005,0.011,10.0,0.9375073216261268
1811,0.045000000000000005,0.012,10.0,0.945831874297259
1812,0.045000000000000005,0.02,10.0,1.0295495330196707
1813,0.05,0.008,10.0,1.0369835701650496
1814,0.05,0.009,10.0,0.993002838497625
1815,0.05,0.0099,10.0,0.9851382713223256
1816,0.05,0.01,10.0,1.0296510653106163
1817,0.05,0.011,10.0,0.9823995305676113
1818,0.05,0.012,10.0,0.9761016285426809
1819,0.05,0.02,10.0,0.9764639644671554
1820,0.001,0.008,11.0,0.9764038850266722
1821,0.001,0.009,11.0,1.0103477742136546
1822,0.001,0.0099,11.0,0.9666029746572824
1823,0.001,0.01,11.0,0.9998140074454605
1824,0.001,0.011,11.0,0.9382181555499198
1825,0.001,0.012,11.0,1.0190258802316057
1826,0.001,0.02,11.0,0.9576196129536593
1827,0.002,0.008,11.0,1.0053901613880032
1828,0.002,0.009,11.0,0.9422818850780496
1829,0.002,0.0099,11.0,0.952444229636377
1830,0.002,0.01,11.0,0.9832515665313538
1831,0.002,0.011,11.0,0.9598864936241677
1832,0.002,0.012,11.0,0.9349521719348024
1833,0.002,0.02,11.0,0.956362714939636
1834,0.003,0.008,11.0,0.9705158299045048
1835,0.003,0.009,11.0,0.9802258085275798
1836,0.003,0.0099,11.0,1.0041862435109439
1837,0.003,0.01,11.0,1.0282554383090572
1838,0.003,0.011,11.0,0.9831038246142798
1839,0.003,0.012,11.0,1.020064494653996
1840,0.003,0.02,11.0,1.0083924401226108
1841,0.004,0.008,11.0,0.968744777732039
1842,0.004,0.009,11.0,0.995287586644234
1843,0.004,0.0099,11.0,0.9715602796209563
1844,0.004,0.01,11.0,0.9469028161723443
1845,0.004,0.011,11.0,0.9960018455608229
1846,0.004,0.012,11.0,0.9574879988952264
1847,0.004,0.02,11.0,0.9492291652116879
1848,0.005,0.008,11.0,0.9781835264613049
1849,0.005,0.009,11.0,0.935958603667614
1850,0.005,0.0099,11.0,1.0099032125941851
1851,0.005,0.01,11.0,0.9655774137872547
1852,0.005,0.011,11.0,0.9502997359753663
1853,0.005,0.012,11.0,0.993084016623253
1854,0.005,0.02,11.0,0.9658561080327887
1855,0.006,0.008,11.0,0.9385299171590759
1856,0.006,0.009,11.0,0.9631020405329556
1857,0.006,0.0099,11.0,1.0031080535459183
1858,0.006,0.01,11.0,1.0072673710980633
1859,0.006,0.011,11.0,0.9681585758132287
1860,0.006,0.012,11.0,0.9685951784499712
1861,0.006,0.02,11.0,0.9458054633058021
1862,0.007,0.008,11.0,0.9941187749850031
1863,0.007,0.009,11.0,0.997228052110154
1864,0.007,0.0099,11.0,1.006929912458724
1865,0.007,0.01,11.0,0.9658715248917956
1866,0.007,0.011,11.0,0.9717227608438334
1867,0.007,0.012,11.0,0.9573786524104602
1868,0.007,0.02,11.0,0.9481023865395923
1869,0.008,0.008,11.0,0.9857989458977772
1870,0.008,0.009,11.0,0.9878987908925703
1871,0.008,0.0099,11.0,0.9531390352683923
1872,0.008,0.01,11.0,0.9651811863247993
1873,0.008,0.011,11.0,0.9859430288165294
1874,0.008,0.012,11.0,0.9393590669131145
1875,0.008,0.02,11.0,0.9552991276926097
1876,0.009000000000000001,0.008,11.0,1.002448185563537
1877,0.009000000000000001,0.009,11.0,1.0060780197828363
1878,0.009000000000000001,0.0099,11.0,1.0329263832045026
1879,0.009000000000000001,0.01,11.0,0.977834006932049
1880,0.009000000000000001,0.011,11.0,0.9751570676957216
1881,0.009000000000000001,0.012,11.0,0.994363523092768
1882,0.009000000000000001,0.02,11.0,0.9550074342890138
1883,0.010000000000000002,0.008,11.0,1.0135377138118447
1884,0.010000000000000002,0.009,11.0,0.9973633882001808
1885,0.010000000000000002,0.0099,11.0,1.0042011816720375
1886,0.010000000000000002,0.01,11.0,1.0309730634372665
1887,0.010000000000000002,0.011,11.0,1.0160229237738823
1888,0.010000000000000002,0.012,11.0,0.9877464239394597
1889,0.010000000000000002,0.02,11.0,0.9808768666884687
1890,0.011,0.008,11.0,0.9862007322399754
1891,0.011,0.009,11.0,1.0246456723283621
1892,0.011,0.0099,11.0,0.9776066411733567
1893,0.011,0.01,11.0,0.951002573565618
1894,0.011,0.011,11.0,0.9822622845738783
1895,0.011,0.012,11.0,1.0270586272831927
1896,0.011,0.02,11.0,0.9630959893750762
1897,0.012,0.008,11.0,0.9725882065945728
1898,0.012,0.009,11.0,0.9837640712636412
1899,0.012,0.0099,11.0,0.9833537536312553
1900,0.012,0.01,11.0,0.9783074068488891
1901,0.012,0.011,11.0,0.948382946753759
1902,0.012,0.012,11.0,1.0419824745916888
1903,0.012,0.02,11.0,0.9492433641198056
1904,0.013000000000000001,0.008,11.0,0.9806946032401481
1905,0.013000000000000001,0.009,11.0,0.9599845180826299
1906,0.013000000000000001,0.0099,11.0,0.9852111299735552
1907,0.013000000000000001,0.01,11.0,1.0385191835479126
1908,0.013000000000000001,0.011,11.0,0.9561437473070231
1909,0.013000000000000001,0.012,11.0,0.9391301101721146
1910,0.013000000000000001,0.02,11.0,0.998192048190209
1911,0.014000000000000002,0.008,11.0,0.9406500562120146
1912,0.014000000000000002,0.009,11.0,0.9967904140631959
1913,0.014000000000000002,0.0099,11.0,0.9759484467179991
1914,0.014000000000000002,0.01,11.0,0.9890328110952508
1915,0.014000000000000002,0.011,11.0,0.9557655409408271
1916,0.014000000000000002,0.012,11.0,0.9819255183502857
1917,0.014000000000000002,0.02,11.0,1.002718997033399
1918,0.015,0.008,11.0,0.9442992387116445
1919,0.015,0.009,11.0,1.0352916757908834
1920,0.015,0.0099,11.0,1.0085380663565284
1921,0.015,0.01,11.0,1.021745092585934
1922,0.015,0.011,11.0,0.978436344205166
1923,0.015,0.012,11.0,0.9599344948147829
1924,0.015,0.02,11.0,1.0505372342472277
1925,0.016,0.008,11.0,0.9884708561400705
1926,0.016,0.009,11.0,1.0242214290546707
1927,0.016,0.0099,11.0,0.9541772216196001
1928,0.016,0.01,11.0,0.9765807092578671
1929,0.016,0.011,11.0,0.9398174983679004
1930,0.016,0.012,11.0,0.9881651986271165
1931,0.016,0.02,11.0,1.0543766332071542
1932,0.017,0.008,11.0,0.9608304168279255
1933,0.017,0.009,11.0,0.9504272533855812
1934,0.017,0.0099,11.0,0.970249807912288
1935,0.017,0.01,11.0,0.9642885599070928
1936,0.017,0.011,11.0,1.0252832171994937
1937,0.017,0.012,11.0,1.0574491580335137
1938,0.017,0.02,11.0,0.9642026718055096
1939,0.018000000000000002,0.008,11.0,0.9802289500708783
1940,0.018000000000000002,0.009,11.0,0.9851921784664254
1941,0.018000000000000002,0.0099,11.0,0.976147575781
1942,0.018000000000000002,0.01,11.0,1.002607725019514
1943,0.018000000000000002,0.011,11.0,1.0124839617631904
1944,0.018000000000000002,0.012,11.0,1.0401415295550747
1945,0.018000000000000002,0.02,11.0,1.0463999321501682
1946,0.019000000000000003,0.008,11.0,0.9756689982475564
1947,0.019000000000000003,0.009,11.0,0.9860228399281487
1948,0.019000000000000003,0.0099,11.0,1.05650869594777
1949,0.019000000000000003,0.01,11.0,0.9566652614498284
1950,0.019000000000000003,0.011,11.0,0.9352765247807563
1951,0.019000000000000003,0.012,11.0,0.9843136244304769
1952,0.019000000000000003,0.02,11.0,0.9788739421887622
1953,0.02,0.008,11.0,1.0336515494468697
1954,0.02,0.009,11.0,1.0072521659751479
1955,0.02,0.0099,11.0,0.9619374306694296
1956,0.02,0.01,11.0,0.949616020055034
1957,0.02,0.011,11.0,1.0047811483314173
1958,0.02,0.012,11.0,0.9580145504272217
1959,0.02,0.02,11.0,0.9429146866754693
1960,0.025,0.008,11.0,0.9634097760034058
1961,0.025,0.009,11.0,0.9779549064020102
1962,0.025,0.0099,11.0,0.983714630964008
1963,0.025,0.01,11.0,0.9668408327949707
1964,0.025,0.011,11.0,0.9677588024474154
1965,0.025,0.012,11.0,0.9452258852375055
1966,0.025,0.02,11.0,0.9467691509791378
1967,0.030000000000000002,0.008,11.0,0.9683886832284339
1968,0.030000000000000002,0.009,11.0,1.0129885319051337
1969,0.030000000000000002,0.0099,11.0,0.9399413291470708
1970,0.030000000000000002,0.01,11.0,0.9953161117697485
1971,0.030000000000000002,0.011,11.0,0.9766594487309168
1972,0.030000000000000002,0.012,11.0,1.0023634510465564
1973,0.030000000000000002,0.02,11.0,0.9805338158801962
1974,0.035,0.008,11.0,0.9441433147175368
1975,0.035,0.009,11.0,1.0166227342404965
1976,0.035,0.0099,11.0,1.0042682012135342
1977,0.035,0.01,11.0,0.9747118284016577
1978,0.035,0.011,11.0,1.0097387268945512
1979,0.035,0.012,11.0,0.9503952834168503
1980,0.035,0.02,11.0,0.9477882744875741
1981,0.04000000000000001,0.008,11.0,0.9845328481669973
1982,0.04000000000000001,0.009,11.0,0.9934818788925658
1983,0.04000000000000001,0.0099,11.0,1.0533079825294795
1984,0.04000000000000001,0.01,11.0,0.9602308983816931
1985,0.04000000000000001,0.011,11.0,0.9669657870461501
1986,0.04000000000000001,0.012,11.0,0.938152362856949
1987,0.04000000000000001,0.02,11.0,0.9467267269068358
1988,0.045000000000000005,0.008,11.0,0.9837648198860839
1989,0.045000000000000005,0.009,11.0,1.021391884855859
1990,0.045000000000000005,0.0099,11.0,0.9584885260261597
1991,0.045000000000000005,0.01,11.0,0.9873104158374506
1992,0.045000000000000005,0.011,11.0,0.9770202826220525
1993,0.045000000000000005,0.012,11.0,0.9713815811557638
1994,0.045000000000000005,0.02,11.0,1.0505088786361445
1995,0.05,0.008,11.0,1.0010858289540503
1996,0.05,0.009,11.0,0.9817294285241218
1997,0.05,0.0099,11.0,0.957580083613542
1998,0.05,0.01,11.0,1.030083613347617
1999,0.05,0.011,11.0,1.0261217126226523
2000,0.05,0.012,11.0,0.993270978742513
2001,0.05,0.02,11.0,0.9609661809324277
2002,0.001,0.008,12.0,1.0562445088080956
2003,0.001,0.009,12.0,0.9512639761397117
2004,0.001,0.0099,12.0,1.0083911949616757
2005,0.001,0.01,12.0,1.0079930670800865
2006,0.001,0.011,12.0,0.9875006092703913
2007,0.001,0.012,12.0,0.9563067413505945
2008,0.001,0.02,12.0,0.9581570794766507
2009,0.002,0.008,12.0,0.9414861164482496
2010,0.002,0.009,12.0,0.99042748744928
2011,0.002,0.0099,12.0,0.9393865346273059
2012,0.002,0.01,12.0,1.0177515276303246
2013,0.002,0.011,12.0,0.9358462582036527
2014,0.002,0.012,12.0,0.9494298092930658
2015,0.002,0.02,12.0,1.010972640240052
2016,0.003,0.008,12.0,1.0220705677935609
2017,0.003,0.009,12.0,0.987420309941462
2018,0.003,0.0099,12.0,0.9520655233142663
2019,0.003,0.01,12.0,1.027927137246463
2020,0.003,0.011,12.0,0.9975382725490917
2021,0.003,0.012,12.0,0.9692178334994913
2022,0.003,0.02,12.0,1.0148939615370858
2023,0.004,0.008,12.0,0.9840442031885737
2024,0.004,0.009,12.0,0.9526504659477096
2025,0.004,0.0099,12.0,0.9920092015547713
2026,0.004,0.01,12.0,0.9932557074859473
2027,0.004,0.011,12.0,0.9934824977333636
2028,0.004,0.012,12.0,1.0386768361032885
2029,0.004,0.02,12.0,0.9540525333415216
2030,0.005,0.008,12.0,0.970433617891133
2031,0.005,0.009,12.0,1.005898646077783
2032,0.005,0.0099,12.0,0.9623748288902539
2033,0.005,0.01,12.0,0.990487178187264
2034,0.005,0.011,12.0,0.9526061163633108
2035,0.005,0.012,12.0,0.9880572711327422
2036,0.005,0.02,12.0,0.951251721810419
2037,0.006,0.008,12.0,0.9645653689763279
2038,0.006,0.009,12.0,0.9885629717706066
2039,0.006,0.0099,12.0,1.0025755746253904
2040,0.006,0.01,12.0,0.9723489470301626
2041,0.006,0.011,12.0,1.0091330373172087
2042,0.006,0.012,12.0,1.0095795055406158
2043,0.006,0.02,12.0,0.974703489696874
2044,0.007,0.008,12.0,0.9704932469550979
2045,0.007,0.009,12.0,0.9444441292260302
2046,0.007,0.0099,12.0,1.007618653205799
2047,0.007,0.01,12.0,0.9893899148413919
2048,0.007,0.011,12.0,0.9832856516247931
2049,0.007,0.012,12.0,0.9339447569848187
2050,0.007,0.02,12.0,0.9583379542300589
2051,0.008,0.008,12.0,0.953367232735921
2052,0.008,0.009,12.0,0.9386153620742808
2053,0.008,0.0099,12.0,0.9341676885955809
2054,0.008,0.01,12.0,0.9501267163445184
2055,0.008,0.011,12.0,1.0240605605372064
2056,0.008,0.012,12.0,0.981711881654171
2057,0.008,0.02,12.0,1.019424790019295
2058,0.009000000000000001,0.008,12.0,0.9992673177270279
2059,0.009000000000000001,0.009,12.0,0.9831554406457097
2060,0.009000000000000001,0.0099,12.0,0.9725421921350633
2061,0.009000000000000001,0.01,12.0,1.0222360967224986
2062,0.009000000000000001,0.011,12.0,0.9912928429255629
2063,0.009000000000000001,0.012,12.0,0.9933476220050338
2064,0.009000000000000001,0.02,12.0,1.022181787829136
2065,0.010000000000000002,0.008,12.0,0.9675397738577036
2066,0.010000000000000002,0.009,12.0,1.0157711698548895
2067,0.010000000000000002,0.0099,12.0,0.9652730539444428
2068,0.010000000000000002,0.01,12.0,0.9914199266073468
2069,0.010000000000000002,0.011,12.0,0.9404538522391097
2070,0.010000000000000002,0.012,12.0,1.0290773852866915
2071,0.010000000000000002,0.02,12.0,0.9491474381456066
2072,0.011,0.008,12.0,0.9920124321748405
2073,0.011,0.009,12.0,0.9534643296208459
2074,0.011,0.0099,12.0,0.9758658511427826
2075,0.011,0.01,12.0,1.01831738443071
2076,0.011,0.011,12.0,0.9365987950408854
2077,0.011,0.012,12.0,1.034446658451002
2078,0.011,0.02,12.0,0.9535174142435832
2079,0.012,0.008,12.0,1.0045555128069805
2080,0.012,0.009,12.0,1.0049998665028543
2081,0.012,0.0099,12.0,1.0273125799039775
2082,0.012,0.01,12.0,0.9691371996490158
2083,0.012,0.011,12.0,0.9751683419486569
2084,0.012,0.012,12.0,0.9548423652167738
